Category,LULC,Coastal,Surveyor,Date,Notes,LULC_code,geometry
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.4526986580088 -18.1506145504511 5.507034266367555)
,Forest,,Riya,2026-09-09,,2.0,POINT Z (178.45252320444072 -18.150608336036086 5.766896766610444)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45238321684081 -18.150506089572545 5.080783962272108)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.4524320103107 -18.1503488168654 6.098936369642615)
,Forest,,Riya,2026-09-09,,2.0,POINT Z (178.4525664373068 -18.150127185365918 5.552928400225937)
,Forest,,Riya,2026-09-09,,2.0,POINT Z (178.4524591010545 -18.150006207084854 7.277203892357647)
,Forest,,Riya,2026-09-09,,2.0,POINT Z (178.4523863197131 -18.14981704452431 7.853698040358722)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45234298429475 -18.149634387844202 6.624421359971166)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45232816040817 -18.14932942238865 6.72305275965482)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.4525550075594 -18.14924334804696 6.04051723331213)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45266783460525 -18.149387771525078 6.061461021192372)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45287607689158 -18.1493827795102 8.309098516590893)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45313274061255 -18.149391998333034 7.345583581365645)
,Forest,,Riya,2026-09-09,,2.0,POINT Z (178.4533834308211 -18.149498500184347 6.408350573852658)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45363588634214 -18.149607181944464 6.045058336108923)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45381388894705 -18.14952629696731 6.604781119152904)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.4537917131579 -18.149763275390576 6.662104905582964)
,Settlement,,Riya,2026-09-09,,5.0,POINT Z (178.45356451343426 -18.150098409450788 6.224760845303535)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45382409884178 -18.150114077065925 6.12331529520452)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45414018628668 -18.150033762324707 4.538681640289724)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.4545818681863 -18.14998313717093 3.417863046750426)
,Water,,Riya,2026-09-09,,6.0,POINT Z (178.45460657047272 -18.150188342741227 3.490016791038215)
,Water,,Riya,2026-09-09,,6.0,POINT Z (178.45434364129412 -18.15029256410905 3.866302916780114)
,Grassland,,Riya,2026-09-09,,3.0,POINT Z (178.45400105698235 -18.150562662684887 3.618970516137779)
,,,,,,,POINT Z (178.4537524828461 -18.14996729532164 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45251758147816 -18.150685767791224 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45236810766667 -18.150583045243884 0)
,Settlement,,Adivuna,2026-09-09,,5.0,POINT Z (178.45421784608376 -18.15094828069347 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45404835345832 -18.15088740817154 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45397094737737 -18.150812585667627 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45387352248238 -18.15067435417783 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4537253832585 -18.150608408841435 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45359592826105 -18.15072508134275 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45347314620162 -18.15076693124272 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45331299568932 -18.150722544984852 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4531648564654 -18.15069718140386 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45299136007708 -18.15066928146053 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45281519451356 -18.15064518605134 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45267773199043 -18.150666745101823 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45231472416253 -18.15043339994342 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4523641039039 -18.150333213611336 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45246553256166 -18.150264731781675 0)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45249489348893 -18.150145522606785 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45256963039463 -18.150078308887213 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45247487467495 -18.1499248586004 0)
,Forest,,Adivuna ,2026-09-09,,2.0,POINT Z (178.45238545730552 -18.14978535822275 0)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.45242282575845 -18.14963698042615 0)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.452445 -18.149633333333334 56)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4523466666667 -18.149463333333333 61.8)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45244333333332 -18.149273333333333 49.5)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45259166666668 -18.14935 50.2)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45273 -18.149425 47.3)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.452875 -18.149351666666664 51.3)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45300833333332 -18.14937666666666 52.4)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.453175 -18.149375 53)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4533083333333 -18.14935333333333 52.8)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4534766666667 -18.14939 53.4)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4535783333333 -18.149483333333325 58.2)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45367666666667 -18.14963 58)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.4538366666667 -18.149568333333335 57.9)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.4538 -18.149705 50.5)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.453575 -18.149945 46.8)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.45380333333333 -18.150021666666653 51.1)
,Grassland,,Adivuna ,2026-09-09,,3.0,POINT Z (178.45411666666666 -18.149983333333335 56.4)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45453333333336 -18.149916666666662 55.9)
,Water,,Adivuna ,2026-09-09,,6.0,POINT Z (178.454625 -18.150175 51.1)
,Water,,Adivuna ,2026-09-09,,6.0,POINT Z (178.45444833333332 -18.150235 49)
,Water,,Adivuna ,2026-09-09,,6.0,POINT Z (178.45428333333336 -18.150293333333323 48.5)
,Water,,Adivuna ,2026-09-09,,6.0,POINT Z (178.45414833333328 -18.1504 54.6)
,Water,,Adivuna ,2026-09-09,,6.0,POINT Z (178.45412166666665 -18.150578333333332 52.6)
,Settlement,,Adivuna ,2026-09-09,,5.0,POINT Z (178.45417833333335 -18.150778333333335 57.8)
Roads,Settlement,Rubble,Divisha & Naaila,2026-09-09,Next to the mango tree,5.0,POINT Z (178.45247836963236 -18.14924350269908 0)
,Grassland,Sediment,Divisha & Naaila,2026-09-09,Next to coconut tree,3.0,POINT Z (178.4525783194341 -18.149229187889652 0)
,Grassland,,Divisha & Naaila,2026-09-09,Next to the palm tree,3.0,POINT Z (178.45255389351567 -18.149364394907163 0)
,Settlement,,Divisha & Naaila,2026-09-09,Next to the palm tree ,5.0,POINT Z (178.4526915385394 -18.149519741782125 0)
,Settlement,,Divisha & Naaila,2026-09-09,Infront of the L66 building ,5.0,POINT Z (178.45291986214258 -18.14954409611511 0)
,Grassland,,Divisha & Naaila,2026-09-09,Infront of the palm tree,3.0,POINT Z (178.4529928468984 -18.149767992514366 0)
,Settlement,,Divisha & Naaila,2026-09-09,Next to the pole,5.0,POINT Z (178.4532010652504 -18.149994004777316 0)
,Settlement,,Divisha & Naaila,2026-09-09,Infront of the marine lecture hall ,5.0,POINT Z (178.45334009346146 -18.15010398844254 0)
,Settlement,,Divisha & Naaila ,2026-09-09,Infront of the bure ,5.0,POINT Z (178.4536995678145 -18.150146358344728 0)
,Grassland,,Divisha & Naaila ,2026-09-09,In the middle of the field ,3.0,POINT Z (178.45407216737084 -18.14997525457501 0)
,Grassland,,Divisha & Naaila ,2026-09-09,Under the coconut tree ,3.0,POINT Z (178.45432997985284 -18.150203746970735 0)
,Grassland,,Divisha & Naaila ,2026-09-09,Next to the paddle board ,3.0,POINT Z (178.45450643804193 -18.149960077767776 0)
,Water,Sand,Divisha & Naaila ,2026-09-09,Near the shoreline ,6.0,POINT Z (178.45467966759946 -18.15012460261057 0)
,Water,Rock,Divisha & Naaila ,2026-09-09,Next to the coconut tree ,6.0,POINT Z (178.45419521964027 -18.15036274749311 0)
,Settlement,,Divisha & Naaila ,2026-09-09,Next to the security booth ,5.0,POINT Z (178.45418262664356 -18.150906383649644 0)
,Settlement,,Divisha & Naaila ,2026-09-09,Next to the boat,5.0,POINT Z (178.45391311349948 -18.15072604543526 0)
,Settlement,,Divisha & Naaila ,2026-09-09,Next to the back parking area ,5.0,POINT Z (178.45351270076583 -18.150420526673244 0)
,Grassland,,KV,2026-09-09,,3.0,POINT Z (178.45426849999996 -18.14997114 65.58111572265625)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45456983000003 -18.14995213 66.11236572265625)
,Water,,KV,2026-09-09,,6.0,POINT Z (178.45459718999996 -18.15017884 61.45556640625)
,,,,,,,POINT Z (178.45419196999998 -18.15098788 59.5963134765625)
,Settlement,,KV,,,5.0,POINT Z (178.45419706 -18.15099278 59.458740234375)
,,,,,,,POINT Z (178.45403442 -18.15090972 62.546630859375)
,Settlement,,KV,,,5.0,POINT Z (178.45404799 -18.15091081 62.1239013671875)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45388517 -18.15081521 63.305908203125)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45372129403376 -18.150885215940953 0)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45372129403376 -18.150885215940953 0)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45372129403376 -18.15095026257926 0)
,,,,,,,POINT Z (178.45247316999993 -18.14992292 68.2762451171875)
,Grassland,,KV,2026-09-09,,3.0,POINT Z (178.45240993 -18.1497925 66.97882080078125)
,Forest,,KV,2026-09-09,,2.0,POINT Z (178.45226900999998 -18.14979467 66.7034912109375)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45222819 -18.14952815 67.01812744140625)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45242927 -18.1492006 64.78106689453125)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45263449 -18.14939872 64.13922119140625)
,Grassland,,KV,2026-09-09,,3.0,POINT Z (178.45286514 -18.14934831 66.3961181640625)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.453144 -18.14941801 66.04364013671875)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45330843 -18.14945408 64.526611328125)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45363738 -18.14962955 63.80517578125)
,Grassland,,KV,2026-09-09,,3.0,POINT Z (178.45380409 -18.149575559999985 65.094482421875)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45360404 -18.14991139 64.200927734375)
,Grassland,,KV,2026-09-09,,3.0,POINT Z (178.45384384 -18.15002992 63.66265869140625)
,Water,,KV,2026-09-09,,6.0,POINT Z (178.45439742999994 -18.15025305 61.729248046875)
,Water,,KV,2026-09-09,,6.0,POINT Z (178.45418666999996 -18.15037968 61.63970947265625)
,Water,,KV,2026-09-09,,6.0,POINT Z (178.45409079999996 -18.15060517 64.0087890625)
,Settlement,,KV,2026-09-09,,5.0,POINT Z (178.45415895 -18.15079827 66.20745849609375)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.45420480705798 -18.150880644097924 62)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.45412584953004 -18.150921799242496 61)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.45407673157752 -18.150880392640826 62)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.45400674268598 -18.15084326080978 62)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Near the boats,5.0,POINT Z (178.45392862334847 -18.15077951643616 63)
Roads,Water,,Nathan,2026-09-09,Near the boats,6.0,POINT Z (178.45378839410836 -18.150661876425147 66)
Roads,Water,,Nathan,2026-09-09,Near the boats,6.0,POINT Z (178.45371974632144 -18.15061145927757 66)
Roads,Water,,Nathan,2026-09-09,Near the buildings and trees,6.0,POINT Z (178.45362637192008 -18.150532711297274 65)
Roads,Water,,Nathan,2026-09-09,Near the Lecture Room Theatre,6.0,POINT Z (178.4535104501992 -18.150404007174075 65)
Roads,Water,,Nathan,2026-09-09,Near the Lecture Room Theatre,6.0,POINT Z (178.45345722511408 -18.150250702165064 66)
Roads,Water,,Nathan,2026-09-09,Near the Lecture Room Theatre and Marine Campus Buildings,6.0,POINT Z (178.45341841690242 -18.150107874535024 67)
Roads,Water,,Nathan,2026-09-09,Near the Lecture Room Theatre and Marine Campus Buildings,6.0,POINT Z (178.4533190075308 -18.150023049674925 67)
Roads,Water,,Nathan,2026-09-09,Near Marine Campus Buildings,6.0,POINT Z (178.45327885821456 -18.149965130724016 67)
Roads,Water,,Nathan,2026-09-09,Near Marine Campus Buildings,6.0,POINT Z (178.45323225483295 -18.149927160702642 66)
Roads,Water,,Nathan,2026-09-09,Near Marine Campus Buildings and trees,6.0,POINT Z (178.45317475497723 -18.149881856516004 67)
Roads,Water,,Nathan,2026-09-09,Near Marine Campus Buildings and trees,6.0,POINT Z (178.4531204928321 -18.149823859119937 0)
Roads,Water,,Nathan,2026-09-09,Near Marine Campus Buildings and trees,6.0,POINT Z (178.45302019268274 -18.149680690839883 65)
Other,Grassland,Sediment,Nathaniel Lawevuso,2026-09-09,Lower Campus Ground ,3.0,POINT Z (178.45379472475258 -18.150015903939252 0)
Other,Grassland,,Nathan,2026-09-09,Lower campus ground ,3.0,POINT Z (178.45399249345064 -18.15002040937542 60)
Other,Grassland,,Nathan,2026-09-09,Lower campus ground ,3.0,POINT Z (178.45416440628463 -18.150006453506645 60)
Other,Grassland,,Nathan,2026-09-09,Lower campus ground ,3.0,POINT Z (178.45430647954342 -18.149995137937367 63)
Other,Grassland,,Nathan,2026-09-09,Lower campus ground ,3.0,POINT Z (178.45445668324825 -18.150045555084937 64)
Other,Water,,Nathan,2026-09-09,Lower campus ground ,6.0,POINT Z (178.45454595051703 -18.150114621967077 62)
Other,Water,,Nathan,2026-09-09,,6.0,POINT Z (178.45457763567936 -18.150174515460144 0)
Other,Water,,Nathan,2026-09-09,,6.0,POINT Z (178.4544884506613 -18.150205775164068 60)
Other,Water,,Nathan,2026-09-09,,6.0,POINT Z (178.45441846176982 -18.1502394285053 61)
Other,Water,,Nathan,2026-09-09,,6.0,POINT Z (178.45434587448838 -18.15026256255805 61)
Other,Water,,Nathan,2026-09-09,Water,6.0,POINT Z (178.45426691696048 -18.1503073638305 59)
Other,Water,,Nathan,2026-09-09,Near the Water and Ground ,6.0,POINT Z (178.45411889255047 -18.150379532016814 61)
Other,Water,,Nathan,2026-09-09,Near the Water and Ground and under the coconut tree ,6.0,POINT Z (178.45405720174313 -18.15049448981881 61)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Narune Campys Building,5.0,POINT Z (178.4540312178433 -18.150640754029155 61)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.45410187728697 -18.150764051824808 60)
Commercial buildings  zones,Settlement,,Nathan,2026-09-09,Marine Campus Building,5.0,POINT Z (178.4541613049805 -18.15081899520009 62)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45421839882786 -18.150917367227606 2.189682652242482)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45413023929808 -18.15098019585922 2.714451689273119)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45402568780779 -18.150916603932362 2.474719776771963)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45395333686454 -18.15082116303936 2.175146300345659)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45388373413107 -18.150703427566018 2.450191209092736)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.4537617983532 -18.150638132769586 3.243780863471329)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.45371766673907 -18.150759801634564 3.066663056612015)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.4536409163031 -18.15069632393995 2.841917325742543)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45351556661552 -18.150754672244528 3.005448753945529)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.4533252342314 -18.15072270704032 3.648456156253815)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.45318412328214 -18.15071685445651 4.493253099732101)
,Forest,,Litea ,2026-09-09,,2.0,POINT Z (178.452904239469 -18.1506827868713 5.631750312633812)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.45260030103296 -18.15077823740604 0)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.45262580354577 -18.15068570953182 5.401809133589268)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45236851036276 -18.150398978300235 5.07258290797472)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.45252993007762 -18.150070336159246 5.565521500073373)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.45241981926 -18.149654088164258 5.221770329400897)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45229792452596 -18.149292029208404 5.304551884531975)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45249062289128 -18.149239032907595 5.347344023175538)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.45287400948894 -18.149430993104488 6.494434981606901)
,Settlement,,Litea,2026-09-09,,5.0,POINT Z (178.45309316729922 -18.149407924514993 6.378996106795967)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.4533961461914 -18.14948782136396 6.310557572171092)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.45377595159434 -18.14951873719037 6.255157778970897)
,Forest,,Litea,2026-09-09,,2.0,POINT Z (178.45364215089648 -18.149930811482374 6.101606365293264)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.4538334060338 -18.150076329082005 6.176733533851802)
,Grassland,,Litea,2026-09-09,,3.0,POINT Z (178.4542737946172 -18.149982344412944 3.145260852761567)
,Water,,Litea,2026-09-09,,6.0,POINT Z (178.4547531311256 -18.150138527451496 2.510278567671776)
,Water,,Litea,2026-09-09,,6.0,POINT Z (178.4545090202319 -18.150216133544106 2.522969461977482)
,Water,,,,,6.0,POINT Z (178.45412177319722 -18.150538597060542 2.444155359640718)
